,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
10920171,2014-07-23 23:21:41,2,3,66,462,19997,2739.3109999999997,1185540,1,1,2,2014-12-07,2014-12-18,2,0,1,5405,6,0,1,4,8,126,44
17351747,2014-04-07 12:41:14,34,3,205,354,25315,8221.196,388519,0,0,9,2014-04-13,2014-04-14,2,0,1,20404,6,1,1,3,82,230,57
25665394,2014-04-10 17:54:15,2,3,66,220,20365,153.7237,665094,0,0,9,2014-04-26,2014-04-27,2,0,1,8268,1,0,1,2,50,682,18
37330318,2013-02-03 16:48:09,37,1,69,1011,56295,,1188660,0,1,3,2013-08-11,2013-08-22,2,1,1,18998,1,0,1,6,77,6,64
13866713,2014-10-01 18:48:38,2,3,66,260,19022,253.7326,599475,1,0,9,2014-10-03,2014-10-05,2,0,1,27475,6,0,1,2,50,647,70
18536652,2014-05-10 12:55:26,2,3,66,174,14542,6838.7519,1039737,0,1,9,2014-12-23,2014-12-25,2,0,1,8245,1,0,1,6,22,245,30
12629774,2013-06-04 21:01:36,2,3,66,331,40794,902.5,288812,0,1,2,2013-07-05,2013-07-09,1,1,1,8249,1,0,4,2,50,192,41
2670862,2013-01-25 15:30:57,2,3,71,0,16637,,891213,0,1,0,2013-11-20,2013-11-30,2,2,1,8255,1,0,6,6,77,20,5
29454503,2014-08-13 07:20:16,2,3,66,442,31674,5203.9517,421104,0,0,2,2014-08-23,2014-08-25,2,0,1,12432,5,0,1,6,7,8,64
17973823,2014-10-21 13:55:50,2,3,66,322,13998,,758965,0,0,9,2015-06-09,2015-06-13,3,3,2,8262,1,0,3,2,198,384,50
31172071,2014-09-24 12:24:48,13,1,46,172,40694,,35136,0,0,5,2014-09-30,2014-10-01,2,0,2,8289,1,0,1,6,107,36,29
26190293,2013-02-05 01:04:03,34,3,205,135,27655,1.4099,1072484,0,0,9,2013-02-07,2013-02-10,1,0,1,8798,1,0,1,2,198,374,91
34224264,2014-06-10 06:35:05,2,3,188,294,1294,,566963,0,0,9,2014-10-05,2014-10-19,2,1,1,8253,1,0,1,6,70,19,11
36091665,2014-01-07 15:39:17,2,3,57,342,5021,,243333,1,0,9,2014-01-16,2014-01-19,2,0,1,12495,5,0,1,2,50,699,89
35012006,2014-10-28 11:52:35,2,3,66,448,43175,1492.3225,895341,0,1,9,2014-12-10,2014-12-14,1,0,1,11439,1,0,2,4,163,1503,65
23131449,2014-10-25 13:42:48,2,3,80,38,52486,,1105796,0,0,9,2014-12-29,2014-12-31,2,0,1,8819,1,0,1,3,168,1242,64
15359964,2013-10-17 02:59:36,24,2,229,407,16373,,13558,0,0,0,2013-10-18,2013-10-20,2,0,1,20222,6,0,1,3,182,46,15
24080886,2014-11-22 19:31:08,37,1,69,567,41343,,1121961,0,1,9,2014-12-04,2014-12-07,2,0,1,8213,1,0,2,6,68,275,2
30404987,2014-11-08 11:59:29,2,3,66,348,53377,6.0084,455407,0,0,0,2014-11-16,2014-11-17,2,0,1,6499,3,0,1,2,50,676,47
32708402,2014-07-09 07:18:54,2,3,66,260,38801,420.4284,586053,0,1,9,2014-10-11,2014-10-15,1,0,1,8229,1,0,1,2,50,678,16
27787230,2013-05-02 04:32:44,2,3,66,442,35390,1220.2318,860548,1,0,9,2013-06-24,2013-06-28,2,2,1,12276,6,0,1,2,50,191,49
7910198,2014-06-18 08:46:12,2,3,66,226,16923,896.2131,309614,0,0,9,2014-07-29,2014-07-30,2,0,1,59394,6,0,1,2,50,857,33
25938212,2014-09-19 10:54:26,37,1,69,682,31307,,337224,0,1,5,2014-10-10,2014-10-18,1,0,1,19035,1,0,1,6,144,1393,3
34803936,2014-07-11 01:43:40,46,2,167,47,3824,,172168,1,1,9,2015-05-02,2015-05-06,2,0,1,8747,1,0,3,3,106,107,85
23032412,2014-07-10 17:44:06,11,3,205,385,48794,,759744,0,0,0,2014-08-20,2014-08-22,2,2,1,29945,4,0,1,2,50,191,72
23178163,2013-06-27 11:15:58,2,3,66,153,25334,8955.8709,95703,0,1,9,2013-11-06,2013-11-12,2,0,1,20833,1,0,1,3,182,1491,80
16186699,2013-02-25 15:40:26,23,1,1,318,2096,4018.7692,1013766,0,1,9,2013-07-13,2013-07-18,4,2,2,8267,1,0,1,2,50,675,56
29529892,2014-12-28 17:28:12,2,3,66,348,43087,,615763,0,1,9,2015-05-09,2015-05-15,2,0,1,12441,5,0,1,4,93,2085,81
32676210,2014-08-25 09:53:48,2,3,66,348,48862,186.0545,503172,0,0,1,2014-09-04,2014-09-06,2,0,1,8223,1,0,1,2,50,690,25
6115768,2013-05-13 17:23:15,24,2,3,64,3169,,228879,0,0,2,2013-05-24,2013-05-25,4,0,2,8282,1,0,7,3,126,232,64
15760326,2014-05-10 16:03:00,2,3,215,872,23836,,1097808,0,0,9,2014-05-19,2014-05-26,2,0,1,8242,1,0,2,3,171,61,25
28979153,2013-06-30 22:41:18,2,3,66,174,5938,3.4387,419719,0,0,1,2013-07-04,2013-07-05,2,0,1,8278,1,0,1,2,50,368,95
6597511,2014-10-06 08:58:56,34,3,205,354,52284,3292.2365,266973,1,0,9,2014-10-26,2014-10-27,2,0,1,22169,6,0,1,6,31,155,5
18710252,2013-10-21 18:41:59,2,3,66,174,4452,2484.5671,265495,0,0,9,2013-10-26,2013-10-27,2,0,1,11853,1,0,1,2,50,702,7
28038247,2014-05-18 10:28:10,2,3,230,160,1453,,306363,0,0,9,2015-02-02,2015-02-10,2,0,1,11634,1,0,1,4,174,405,17
27555138,2014-05-24 11:03:00,11,3,205,385,38184,334.6131,208352,0,0,5,2014-08-15,2014-08-17,2,0,1,12234,6,0,2,2,50,675,68
5329885,2014-05-08 21:38:06,2,3,66,174,9444,94.4134,555766,0,0,9,2014-07-26,2014-07-27,2,0,1,9147,1,0,1,2,50,367,75
22437712,2014-11-18 21:38:38,2,3,66,174,31593,821.6982,944025,0,0,2,2014-11-26,2014-11-30,2,0,1,8236,1,0,1,2,50,656,72
521815,2014-08-05 18:49:09,2,3,66,258,54285,151.7145,598980,0,0,0,2014-08-07,2014-08-09,1,0,1,8283,1,0,1,2,50,414,99
8088929,2014-03-06 06:39:43,2,3,66,447,902,366.5054,856113,0,0,1,2014-03-06,2014-03-07,2,1,1,25128,6,0,2,2,50,656,42
33872386,2014-06-10 19:08:43,2,3,66,149,18982,430.4538,590698,0,0,1,2014-06-15,2014-06-17,2,0,1,28505,6,0,2,2,50,558,22
31693788,2014-05-11 14:48:05,13,1,46,171,42571,,230611,0,1,1,2014-06-28,2014-07-05,2,0,1,11816,1,0,6,6,77,1482,64
5399159,2013-09-23 15:49:48,2,3,154,196,38140,,732902,0,0,9,2013-09-29,2013-10-03,2,0,1,8790,1,0,1,6,199,5,29
12125412,2014-04-18 09:19:21,2,3,66,346,31371,607.2613,898952,0,0,2,2014-07-10,2014-07-13,2,0,1,12194,6,0,1,2,50,656,89
3236305,2013-09-08 14:02:02,24,2,3,48,40722,,1189504,0,0,9,2014-01-31,2014-02-16,3,0,2,669,3,0,1,2,50,212,51
396461,2014-05-12 17:34:14,2,3,182,316,43264,5544.8476,180948,0,0,9,2014-06-16,2014-06-21,2,0,1,8745,1,0,1,6,204,27,11
773383,2014-06-13 17:38:55,2,3,66,447,30740,,173567,1,1,1,2014-12-22,2014-12-29,2,1,1,8253,1,0,2,6,70,19,51
1869421,2014-06-17 08:40:36,2,3,66,226,25300,294.7426,1055494,1,0,9,2014-07-13,2014-07-15,2,0,1,11319,1,0,1,2,50,681,72
9057021,2014-12-30 11:30:58,11,3,205,354,25315,43.5639,339156,0,0,9,2014-12-31,2015-01-01,6,0,2,14875,1,0,2,2,198,750,95
31699113,2014-12-12 16:25:12,33,2,194,38,42328,,241158,0,0,9,2015-01-07,2015-01-17,1,0,1,12233,6,0,2,2,50,675,68
9029481,2014-02-04 01:05:43,24,2,3,49,53800,,252420,0,1,7,2014-05-04,2014-05-12,2,0,1,11815,1,0,1,3,5,1701,12
2449768,2013-04-06 00:16:35,37,1,69,844,55231,5760.2505,266895,0,0,9,2013-05-19,2013-05-26,2,0,1,8275,1,0,4,4,196,2027,99
34950243,2014-02-28 13:27:39,11,3,205,354,39410,1882.5841,681447,0,1,5,2014-04-06,2014-04-10,2,0,1,12208,6,0,1,2,50,628,1
15102926,2014-02-21 19:46:04,11,3,205,354,48951,442.4122,532764,0,1,9,2014-08-20,2014-08-23,4,0,1,8223,1,0,2,2,50,690,55
20260547,2014-03-13 17:32:20,2,3,66,220,2086,2.0188,980090,1,0,2,2014-03-13,2014-03-14,2,0,1,12226,6,0,23,2,50,701,19
4513132,2014-11-09 21:30:31,37,1,69,609,53989,,869215,1,0,1,2014-12-23,2014-12-25,2,1,1,23682,6,0,1,2,50,659,84
10713092,2014-05-09 08:19:30,37,1,69,772,2058,,399316,0,1,9,2015-03-25,2015-04-03,2,0,1,8250,1,0,1,2,50,628,45
4279504,2014-01-02 12:44:44,37,1,69,682,39774,,254142,0,0,9,2014-01-07,2014-01-08,2,0,1,12264,6,0,1,2,50,368,77
13738586,2014-06-12 10:59:36,2,3,66,348,48862,5022.934,189919,0,1,9,2015-01-05,2015-01-11,2,0,1,8857,1,0,1,2,50,214,84
28995184,2014-12-15 08:39:27,11,3,205,411,50761,978.9039,460457,0,0,9,2015-01-01,2015-01-02,4,0,1,8230,1,0,1,2,50,637,48
12386658,2014-07-27 21:20:06,2,3,66,333,3067,1746.4117,645368,0,1,1,2014-11-13,2014-11-20,4,0,2,11923,1,0,1,4,80,204,26
23495497,2014-12-03 18:11:59,40,3,66,337,467,946.9129,84118,0,0,5,2015-01-15,2015-01-19,1,0,1,28598,6,0,1,2,50,599,16
36091030,2013-07-12 13:26:26,34,3,66,337,25077,,236196,0,0,9,,,2,0,1,8267,1,0,1,2,50,675,56
32142240,2013-06-30 07:32:11,2,3,66,448,24848,850.5116,223640,0,0,9,2013-09-13,2013-09-15,1,0,1,27490,1,0,2,2,50,471,91
32569326,2013-04-24 08:36:49,24,2,3,50,5224,,208943,0,0,2,2013-08-09,2013-08-20,2,0,1,8743,1,0,5,6,144,24,99
18566064,2013-06-03 19:59:01,2,3,66,311,38374,61.093999999999994,1129543,0,0,9,2013-06-28,2013-06-30,4,0,1,28649,6,0,1,2,50,691,33
37425393,2014-04-17 07:05:45,2,3,66,294,56365,47.7094,359521,0,0,9,2014-04-20,2014-04-21,1,0,1,8266,1,0,1,2,50,411,41
4814222,2014-06-02 00:20:51,24,2,3,77,55529,,448059,0,0,9,2015-01-01,2015-01-04,2,0,1,8740,1,0,1,6,105,12,35
22242258,2013-04-17 09:41:00,37,1,69,761,41949,,213333,0,1,4,2013-12-13,2013-12-15,2,2,1,8269,1,0,1,6,11,26,21
8728711,2013-06-04 22:22:22,27,2,167,47,3824,,456193,0,1,9,2013-06-05,2013-06-07,2,1,1,8803,1,0,1,3,151,69,30
933403,2014-12-27 19:56:32,2,3,66,174,16634,5.513,679154,1,0,9,2014-12-27,2014-12-28,2,0,1,14985,1,0,1,2,50,1241,40
15735359,2014-12-11 16:19:21,2,3,66,348,6188,175.0254,1037360,0,0,9,2014-12-26,2014-12-30,2,0,1,44201,8,0,1,2,50,675,56
16453426,2014-08-05 21:53:16,2,3,66,174,23706,2572.1541,490321,0,1,9,2014-09-03,2014-09-07,2,0,1,8859,1,0,1,2,50,212,41
34265902,2014-07-24 23:37:37,34,3,205,155,14703,162.2712,722479,0,1,9,2014-07-26,2014-07-27,2,0,1,23439,1,0,1,2,50,415,83
29979563,2014-12-18 18:32:50,34,3,205,354,25315,342.0662,553191,0,1,9,2015-06-28,2015-07-03,2,0,1,8267,1,0,1,2,50,675,56
1567795,2014-09-27 08:02:44,11,3,205,135,52029,449.3884,174085,0,0,9,2014-09-27,2014-09-28,2,0,1,12939,5,0,1,2,198,392,35
16951343,2014-07-25 06:42:33,2,3,154,196,38140,,534945,0,0,9,2014-08-21,2014-08-24,2,0,1,7635,3,0,2,2,50,675,19
32210855,2013-07-19 17:35:49,2,3,66,260,25310,1103.2636,396628,0,1,9,2013-07-20,2013-07-21,2,2,1,955,3,0,1,2,50,524,90
28690961,2014-10-01 17:08:38,2,3,66,462,14785,229.4232,867069,0,0,0,2014-10-06,2014-10-10,1,0,1,8281,1,0,2,2,50,663,50
25383619,2014-10-17 13:21:37,2,3,66,318,46298,475.7485,959857,0,0,4,2014-11-19,2014-11-20,2,0,1,8265,1,1,1,2,50,647,28
20788304,2014-06-29 08:37:08,2,3,66,448,44417,588.2018,119799,0,1,3,2014-08-14,2014-08-17,2,0,1,8230,1,0,1,2,50,637,77
22599158,2013-04-21 01:25:32,2,3,66,462,27762,2676.8403,315272,0,0,1,2013-07-04,2013-07-06,6,3,3,12548,5,0,1,2,50,212,0
22898068,2013-12-26 21:29:12,24,2,3,50,5703,,228887,0,0,0,2014-01-11,2014-01-18,1,0,1,12278,6,0,1,2,50,191,7
17705019,2014-08-02 06:06:27,2,3,66,322,45317,540.3679,52974,0,0,2,2014-08-14,2014-08-18,2,0,1,8231,1,0,1,2,50,638,25
18641520,2013-02-02 15:01:17,2,3,66,351,55926,1298.4207,87719,0,1,2,2013-05-08,2013-05-15,1,0,1,11938,1,0,1,4,8,126,65
58817,2014-07-24 16:14:17,2,3,66,348,47997,3663.0845,203403,0,1,9,2014-08-20,2014-08-24,2,0,1,21918,6,0,1,6,135,278,9
18183035,2013-10-27 11:42:01,2,3,66,462,29981,,91462,0,0,9,2013-10-28,2013-10-29,1,0,1,8273,1,0,1,2,50,660,91
3597478,2014-05-25 17:25:52,2,3,66,174,31909,5775.5064,947457,0,0,9,2014-06-02,2014-06-03,2,2,1,21588,6,0,1,6,144,24,36
2402948,2014-06-06 15:08:26,37,1,69,696,46027,,148427,1,1,0,2014-06-27,2014-06-30,2,0,1,8289,1,1,1,6,107,36,46
21542241,2014-08-13 16:36:30,2,3,66,174,30698,2365.3227,135288,0,0,9,2014-10-06,2014-10-08,2,0,1,8291,1,0,1,2,50,191,68
30935963,2014-07-28 12:58:46,2,3,39,0,55763,,609997,0,0,9,2014-11-13,2014-11-16,4,0,1,12206,6,0,2,2,50,628,79
25384851,2014-12-01 20:12:12,37,1,69,900,10677,,965435,0,1,9,2015-01-29,2015-01-31,3,0,1,33651,1,0,3,5,194,1528,67
36625458,2014-11-17 20:18:49,2,3,66,246,8406,,1049033,1,0,2,2014-11-23,2014-11-24,2,0,1,24282,6,0,1,2,50,355,83
34736919,2013-03-08 18:37:43,8,4,77,824,16264,,1152418,0,0,9,2013-04-12,2013-04-20,1,2,1,12702,5,0,1,0,87,58,26
35797679,2013-12-30 11:28:51,2,3,66,189,32046,,307862,0,1,9,2014-02-05,2014-02-09,2,0,1,11815,1,0,1,3,5,1701,99
12520494,2013-07-21 21:52:13,2,3,66,363,30124,122.1823,1090958,1,0,0,2013-10-05,2013-10-06,2,0,1,7635,3,0,2,2,50,675,37
15963338,2013-09-03 18:39:58,2,3,66,174,9444,361.3135,420667,0,1,9,2014-04-10,2014-04-13,2,0,1,23682,6,0,1,2,50,659,34
3877951,2014-07-25 11:25:47,2,3,215,715,657,1072.2911,438447,0,0,9,2014-09-08,2014-09-13,2,0,1,57873,4,0,1,4,8,110,65
27341811,2013-04-03 04:24:09,11,3,205,354,42722,,823836,0,0,9,2013-05-15,2013-05-23,2,0,1,23711,6,0,1,6,111,244,63
33293986,2014-07-26 12:39:41,2,3,66,448,50947,4473.4443,1175149,0,0,0,2014-08-08,2014-08-10,1,1,1,8290,1,0,1,6,15,38,46
22877082,2013-11-02 08:25:48,2,3,66,153,5526,1265.9075,149412,0,1,9,2013-11-19,2013-11-22,1,0,1,8283,1,1,1,2,50,414,19
18080584,2014-08-22 12:03:43,2,3,66,356,22202,2440.6856,1052891,0,0,2,2014-09-11,2014-09-12,2,0,1,12233,6,0,1,2,50,675,97
19594792,2013-06-03 21:43:36,24,2,3,64,3169,,255341,1,0,9,2013-06-12,2013-06-13,1,0,1,51580,1,0,1,3,130,90,57
1432643,2014-04-12 00:37:55,2,3,66,174,17529,2276.3508,994444,0,0,9,2014-05-22,2014-05-24,2,0,1,14984,1,0,1,2,50,1457,80
15662886,2014-02-15 08:13:57,2,3,66,442,28643,1206.2160000000001,835229,0,0,2,2014-02-19,2014-02-22,2,0,1,8250,1,1,1,2,50,628,1
1127723,2014-06-01 01:58:27,2,3,66,174,52099,336.1276,77143,0,0,1,2014-06-05,2014-06-06,2,1,1,23689,6,0,1,2,50,1633,7
29805340,2014-10-02 19:08:22,2,3,66,403,40335,61.9886,106388,0,0,9,2014-10-03,2014-10-05,2,0,2,263,1,0,1,2,50,455,47
18586429,2013-01-14 22:02:34,2,3,66,462,44851,457.0086,1175100,0,0,9,2013-01-21,2013-01-23,1,0,1,12947,5,1,1,2,198,371,91
31017642,2014-10-08 00:36:16,2,3,198,408,27492,,840027,1,1,9,2014-12-25,2014-12-28,2,0,1,20525,1,0,2,3,104,76,64
1311962,2013-01-11 18:12:41,11,3,205,354,33452,1651.2524,640620,0,1,9,2013-02-14,2013-02-19,2,0,1,8791,1,0,1,4,8,110,66
25092483,2013-01-27 22:28:41,2,3,66,462,19489,2692.6437,1130958,0,1,9,2013-02-08,2013-02-16,2,2,1,8791,1,0,1,4,8,110,50
14176093,2014-03-20 19:44:10,2,3,19,38,47318,,294880,0,0,9,2014-07-13,2014-07-16,2,0,1,8746,1,0,1,6,105,29,8
7890179,2014-12-20 18:50:43,2,3,66,348,53377,765.0199,264180,1,0,1,2014-12-21,2014-12-22,2,0,1,14841,4,0,1,2,50,350,50
2696421,2014-12-02 17:59:42,2,3,66,462,17112,18.1588,948172,0,0,4,2014-12-10,2014-12-14,4,0,2,4672,3,1,1,2,50,663,48
8010461,2013-06-03 21:01:10,2,3,66,447,902,268.312,608446,1,0,2,2013-06-14,2013-06-16,2,0,1,1493,1,0,1,2,50,587,91
17810,2013-05-12 07:04:41,2,3,66,220,49937,527.3797,83861,0,1,9,2013-12-25,2013-12-31,4,0,1,8825,3,0,1,4,8,111,29
15758992,2014-04-18 10:15:11,2,3,66,337,51685,,1094611,0,0,0,2014-07-30,2014-08-05,2,2,1,8859,1,0,2,2,50,212,96
6967954,2013-12-31 09:37:08,2,3,66,442,1070,254.5328,65376,0,0,9,2014-01-03,2014-01-04,4,0,3,11984,1,0,1,2,50,550,48
32132706,2014-11-28 19:36:09,11,3,205,354,27869,6433.7603,198114,1,1,9,2015-04-21,2015-05-02,2,0,1,8747,1,0,6,3,106,107,15
20910363,2014-09-08 14:49:56,6,0,162,13,34170,,507262,0,0,5,2014-09-13,2014-09-15,2,0,1,8250,1,0,8,2,50,628,1
22852628,2014-12-10 17:39:43,2,3,66,258,4687,1229.7394,78191,0,1,9,2015-03-10,2015-03-14,2,0,1,28510,6,0,1,2,50,1457,10
13995830,2014-01-29 17:37:31,2,3,66,174,8124,2068.6099,978165,0,1,9,2014-03-07,2014-03-14,2,2,1,8791,1,0,5,4,8,110,26
23699484,2013-11-14 18:37:06,2,3,66,174,9444,234.4068,864788,0,0,9,2014-03-01,2014-03-04,2,0,1,12206,6,0,1,2,50,628,1
29812360,2013-11-14 11:36:27,2,3,66,442,38326,704.4416,126816,0,0,0,2013-12-29,2014-01-03,3,1,1,8843,1,0,2,2,50,671,90
27486764,2014-10-26 18:35:07,34,3,205,155,53078,1096.683,7073,1,0,9,2014-12-29,2015-01-02,2,0,1,12603,5,0,1,2,50,365,18
215736,2014-10-30 03:03:04,2,3,66,174,37921,353.7334,798509,1,0,9,2014-10-31,2014-11-01,2,2,1,8279,1,0,1,2,50,1230,41
8723537,2014-09-17 18:41:00,2,3,70,47,25914,,425135,1,0,9,2014-09-19,2014-09-20,1,0,1,21428,6,0,2,6,144,4,35
1218231,2014-10-26 16:20:22,2,3,66,220,2086,1023.1088,352374,0,0,1,2014-11-14,2014-11-17,2,0,1,8271,1,0,1,2,50,696,70
37092077,2014-10-23 06:17:40,2,3,66,331,42522,,364611,0,1,9,2014-10-23,2014-10-26,2,0,1,42630,3,0,1,2,50,637,21
23148052,2013-10-10 08:00:19,2,3,198,408,27492,,1166057,0,1,1,2014-02-24,2014-02-28,2,0,1,8791,1,0,1,4,8,110,65
6425016,2013-10-28 15:35:03,22,2,0,317,5573,,1050891,0,0,9,2013-12-25,2013-12-29,2,1,1,19370,6,0,1,3,168,1242,17
15911554,2014-07-01 08:13:06,2,3,66,189,6874,1641.0747,264349,0,1,2,2014-09-20,2014-09-28,2,0,1,8791,1,0,1,4,8,110,66
1780432,2014-04-29 08:17:17,2,3,66,184,25810,988.4151,809008,0,0,9,2014-08-13,2014-08-16,6,0,3,25949,6,0,1,2,198,370,4
5677756,2013-04-03 04:37:09,2,3,66,311,38374,2130.3565,265211,0,1,1,2013-08-12,2013-08-20,2,0,1,8976,1,0,2,4,52,202,52
17926285,2013-11-29 14:08:21,2,3,66,337,36345,,648500,0,0,9,2013-12-01,2013-12-04,2,1,1,1566,3,0,1,4,32,1411,75
1228505,2014-07-06 01:03:42,37,1,69,664,18009,,385482,1,1,0,2014-07-11,2014-07-18,2,0,1,6938,1,0,1,6,70,233,16
19362883,2014-04-04 14:21:07,2,3,66,435,40631,5154.6015,817585,1,0,9,2014-07-11,2014-07-14,3,2,1,8847,1,0,1,6,105,769,86
3585366,2014-06-30 09:17:36,2,3,66,220,36834,246.5997,921201,0,0,9,2014-07-05,2014-07-06,2,0,1,8216,1,0,2,2,50,350,40
8860462,2013-03-15 06:47:58,2,3,66,174,24103,3.5952,895736,0,0,9,2013-03-15,2013-03-17,2,0,1,12603,5,0,1,2,50,365,41
25856893,2014-10-10 12:07:03,11,3,205,354,10102,1522.3864,66726,0,1,0,2014-11-18,2014-11-25,2,0,1,11938,1,0,3,4,8,126,80
18036392,2014-06-23 23:19:43,2,3,66,363,2495,188.1506,936342,1,0,9,2014-06-24,2014-06-25,2,2,1,11850,1,0,3,2,198,750,95
1838295,2014-10-08 11:01:27,8,4,77,871,34077,7184.9931,979111,0,0,5,2014-12-30,2015-01-03,2,2,1,25470,6,0,1,2,50,365,70
19106664,2013-06-17 22:09:13,2,3,58,50,47668,,123677,0,1,9,2014-09-30,2014-10-05,2,0,1,8220,1,0,1,3,182,46,29
21947140,2014-04-03 07:05:28,2,3,66,331,28233,453.0933,348748,0,0,1,2014-04-22,2014-04-25,1,1,1,45326,6,0,1,2,50,675,5
19610983,2014-11-27 10:21:35,2,3,66,220,12647,168.9986,295162,0,0,9,2014-11-29,2014-11-30,2,0,1,28514,6,0,1,2,50,1457,26
30111541,2014-01-13 15:54:17,24,2,3,51,51906,,922525,0,0,0,2014-02-07,2014-02-08,1,0,1,24596,6,0,1,2,50,367,3
11794587,2014-11-10 14:46:17,2,3,66,184,11409,83.6844,908418,0,0,9,2014-11-10,2014-11-11,1,0,1,12003,1,1,1,2,50,654,48
3362153,2014-08-08 16:17:00,11,3,205,385,20060,,308776,0,0,9,2014-08-15,2014-08-20,1,0,1,8864,1,0,1,4,47,1511,80
21359770,2013-06-21 19:41:48,2,3,66,174,26232,416.7199,761353,0,0,9,2013-06-29,2013-06-30,2,0,1,12206,6,0,1,2,50,628,1
16766889,2014-04-16 13:19:49,2,3,66,392,25778,146.9082,80345,0,0,1,2014-04-17,2014-04-18,1,0,1,8267,1,0,1,2,50,676,99
17034854,2014-12-13 19:21:11,2,3,19,46,28895,,745791,0,1,3,2014-12-18,2014-12-21,1,0,1,8814,1,0,2,4,51,1509,17
18146937,2014-08-23 12:12:28,13,1,46,430,17776,5827.8127,6391,0,0,5,2014-10-26,2014-10-28,2,0,1,11620,1,0,1,2,50,369,41
17722275,2014-03-23 21:36:28,2,3,66,174,40365,385.0732,102304,0,0,9,2014-07-11,2014-07-13,2,0,1,8250,1,0,1,2,50,628,79
2587829,2014-06-05 15:59:15,2,3,66,258,4687,21.1671,668808,0,0,1,2014-06-08,2014-06-13,2,2,1,8230,1,0,1,2,50,637,39
16701528,2013-04-05 18:43:22,2,3,66,321,29843,,1143337,1,0,1,2013-04-12,2013-04-14,3,0,2,3685,3,0,1,2,50,646,51
28184388,2014-09-18 14:17:51,13,1,46,172,56153,5968.3527,721032,0,0,5,2014-12-19,2014-12-23,2,0,1,50658,6,0,1,4,196,2027,62
36620348,2014-10-17 20:35:30,2,3,66,220,38273,138.3482,1033474,0,0,9,2014-10-18,2014-10-19,2,0,1,3518,3,0,1,2,50,680,2
9693412,2013-05-20 13:47:06,2,3,68,335,40465,,161780,0,1,9,2013-06-23,2013-06-27,2,1,1,12148,1,0,1,6,77,21,62
5442216,2014-06-21 23:10:55,2,3,66,174,8198,236.0922,854397,1,1,2,2014-07-02,2014-07-05,2,2,1,8250,1,0,1,2,50,628,19
7294531,2014-12-27 15:49:07,2,3,66,258,52031,987.8644,998222,0,0,9,2015-01-12,2015-01-15,2,0,1,8843,1,0,1,2,50,671,37
11718611,2014-07-01 11:51:26,2,3,66,442,76,557.2103,643087,0,0,1,2014-07-19,2014-07-20,2,0,1,8820,1,0,1,2,50,662,5
3318101,2014-01-13 09:29:03,8,4,133,20,3392,,209700,0,0,9,2014-01-26,2014-01-27,2,2,1,20328,6,0,1,3,126,262,61
32079847,2014-11-06 20:20:32,2,3,66,467,36345,1305.4749,44623,0,0,9,2015-03-07,2015-03-09,2,0,1,12227,6,0,2,2,50,701,10
12644152,2014-11-26 12:42:28,2,3,66,337,12454,,340135,0,1,1,2014-12-26,2014-12-30,2,0,1,11735,1,0,1,4,128,1559,87
12779232,2013-06-23 11:02:19,14,1,214,120,25230,,773774,0,0,9,2013-06-30,2013-07-01,2,1,1,8245,1,1,1,6,22,245,61
6133465,2014-08-04 00:18:47,11,3,205,354,27869,4241.9538,264671,0,0,2,2014-09-08,2014-09-14,1,0,1,8821,1,0,1,6,17,30,67
1168453,2014-09-09 09:31:16,2,3,66,258,16306,1494.0543,192581,0,1,1,2015-03-29,2015-04-03,1,1,1,11938,1,1,1,4,8,126,65
12310120,2013-04-19 13:56:29,11,3,205,354,25315,4540.0293,371639,0,0,9,2013-06-08,2013-06-15,2,0,1,20254,6,0,1,6,105,1854,22
10833477,2014-07-09 11:55:37,27,2,167,47,3824,,867557,0,0,5,2014-07-19,2014-07-25,3,0,1,21882,6,0,1,6,46,1089,44
37023376,2014-07-15 18:00:03,2,3,66,258,4687,3951.2191,99598,0,0,2,2014-09-13,2014-09-17,1,0,1,8253,1,0,1,6,70,19,98
14104129,2014-02-18 20:13:09,37,1,69,826,48105,,91765,0,1,9,2014-10-23,2014-10-26,2,1,1,8279,1,0,1,2,50,1230,93
12109566,2014-11-29 11:19:40,2,3,66,318,18729,66.813,860798,1,0,1,2014-11-30,2014-12-01,1,0,1,27082,6,1,1,2,50,641,7
24033379,2013-01-22 13:09:00,37,1,69,811,16287,,968964,0,0,9,2013-01-26,2013-01-30,1,0,1,8272,1,0,3,2,50,659,22
35030877,2014-07-01 23:00:12,30,4,195,548,53326,,979527,0,1,9,2014-12-24,2015-01-09,2,1,1,11271,3,0,1,3,82,231,44
9391162,2014-10-29 10:23:43,23,1,1,441,37214,503.0196,312188,0,0,5,2014-12-05,2014-12-08,2,0,1,53945,3,0,1,6,204,27,11
13216313,2014-04-05 12:23:12,11,3,205,385,55882,,981159,0,0,5,2014-07-13,2014-07-18,2,0,1,12210,6,0,1,6,70,19,83
15315166,2014-09-28 01:38:36,18,2,119,0,261,,1104601,0,0,4,2014-12-25,2014-12-27,4,0,2,21084,6,0,1,3,106,108,16
